# SCVHistory.com organizations
# Creative Commons Attribution 4.0 International (CC-BY-4.0), https://creativecommons.org/licenses/by/4.0/
# Attribution: SCVHistory.com, the Santa Clarita Valley History Archive
# Generated 2026-09-23 from https://scvhistory.ddev.site/, 38 records
id,name,type,subtype,level,aliases,parent,wikidataId,viafId,gnisId,ein,cdsCode,ncesId,nrhpReference,articleCount,url,provenance,updated
402,"Santa Clarita Valley Water",organization,,,"Newhall Water Company, Newhall County Water District, Newhall Water System, Valencia Water Company, Santa Clarita Water Division, Newhall County Water District, Castaic Lake Water Agency, SCV Water",,,,,,,,,0,https://scvhistory.ddev.site/organizations/santa-clarita-valley-water,,2026-09-21
378,"SCVHistory.com — Santa Clarita Valley History",organization,,,,,,,,,,,,3,https://scvhistory.ddev.site/organizations/scvhistory-com-santa-clarita-valley-history,,2026-09-18
16260,"Southern Hotel",organization,,,,,,,,,,,,9,https://scvhistory.ddev.site/organizations/southern-hotel,"created from review, 2026-09-21",2026-09-21
16101,"Southern Pacific Railroad",organization,,,"Southern Pacific",,,,,,,,,37,https://scvhistory.ddev.site/organizations/southern-pacific-railroad,"created from review, 2026-09-21",2026-09-21
15461,"Standard Oil Company",organization,,,"Standard Oil",,,,,,,,,14,https://scvhistory.ddev.site/organizations/standard-oil-company,"created from review, 2026-09-21",2026-09-21
394,"The City of Santa Clarita",organization,government,,SCV,,,,,,,,,0,https://scvhistory.ddev.site/organizations/city-of-santa-clarita,,2026-09-21
376,"The Santa Clarita Valley Signal",organization,media,,"The Newhall Signal, The Mighty Signal, TMS, Newhall Signal and Saugus Enterprise",,Q7762256,,,,,,,25,https://scvhistory.ddev.site/organizations/the-santa-clarita-valley-signal,,2026-09-21
18855,"Union Oil Company",organization,,,,,,,,,,,,5,https://scvhistory.ddev.site/organizations/union-oil-company,"created from review, 2026-09-21",2026-09-21
15837,"Valencia High School",organization,school,high,,,Q7910661,,,,,,,11,https://scvhistory.ddev.site/organizations/valencia-high-school,"created from review, 2026-09-21",2026-09-21
16425,"Valencia Marketplace",organization,,,,,,,,,,,,5,https://scvhistory.ddev.site/organizations/valencia-marketplace,"created from review, 2026-09-21",2026-09-21
18519,"Valencia National Bank",organization,,,"Valencia Bank",,,,,,,,,8,https://scvhistory.ddev.site/organizations/valencia-national-bank,"created from review, 2026-09-21",2026-09-21
16052,"William S. Hart High School",organization,,,"Hart High; Hart High School; Hart Union High School",,,,,,,,,48,https://scvhistory.ddev.site/organizations/william-s-hart-high-school,"created from review, 2026-09-21",2026-09-21
